Advanced Tracking & Asset Management Solutions Ltd,"We deal in Automobile Vehicle Location systems, ie, Vehicle Tracking Devices",/site/directory/vehicle-tracking/4263/Advanced-Tracking-Asset-Management-Solutions-Ltd,+233 302 716452 /+233 244 322 445,
Advans Ghana Savings and Loans Ltd.,Savings and Loans,/site/directory/savings-and-loans-/15929/Advans-Ghana-Savings-and-Loans-Ltd,233-302-251322;,
Advent Vision Technologies,"Advsion Technologies is an IT company that deals is Website Design/Development, Graphic Design, Web Hosting, Application Development, Flash Application Banner and many more...",/site/directory/it/7542/Advent-Vision-Technologies,+233 207 205666,
Adventist Preparatory & JSS,"Pre School, Primary & JSS",/site/directory/secondary-schools/4750/Adventist-Preparatory-JSS,"024-3316397, 024-2318844",
Adventure in Africa (Africa Tours Ltd),Travel Agency,/site/directory/travel-agencies/628/Adventure-in-Africa-Africa-Tours-Ltd,+233 302-229112,
Adwenpa Microfinance Ltd,Adwenpa Microfinance is a financial institution which take deposit and give loans to its customers,/site/directory/micro-finance-institution/397654/Adwenpa-Microfinance-Ltd,0277111592,Abeka La Paz
ADWINSA PUBLICATIONS (GH) LTD,"Adwinsa iS Publishing company with a Printing Press Attached. We are Publishers and Printers of all kinds of Educational materials such as text books, newsletters, letter heads designs, receipt books and invoices ect.",/site/directory/publishers/3129/ADWINSA-PUBLICATIONS-GH-LTD,"+233 302-501515, +233 242-366537",
Adwoa Wangara Executive Apartments,Luxury Serviced Apartments with self catering facilities. Ideal for both short and long stay clients. Uniquely designed rooms with facilities to suit both business and leisure tastes. Facilities and services include: * Spacious air con…,/site/directory/3-star-hotels/9851/Adwoa-Wangara-Executive-Apartments,00233 302 770312 / 3,
Aedhotep Development Limited,"Aedhotep Developments is the Primary Tropical Design and Build Company. A member of GREDA, our core business is to enable our clients achieve their dream building within the context of our Tropical Climate and Contemporary need.",/site/directory/real-estate-developers/24921/Aedhotep-Development-Limited,+233(0)248 650 086,Accra Central
Aedhotep Developments,Aedhotep Developments is your choice for convenient affordable property development with a customer-oriented focus. Our core business is to enable our clients to achieve their dream built environment. Operating mainly in the constructio…,/site/directory/real-estate-developers/4620/Aedhotep-Developments,233(0)248 650 086,Accra Central
Aegis Health Care,"WE PROVIDE CARE AND SUPPORT TO HELP YOU LIVE A COMFORTABLE LIFE Our home care facility is specifically designed and equipped with needed health assistants, nannies, nurses, care givers, and gadgets to give comfort to clients irrespectiv…",/site/directory/other-health-related-links/440681/Aegis-Health-Care,0557545177|  Facebook link: https://www.facebook.com/aegishealthcaregh/,East Legon
AEK GLOBAL RESOURCES LLC,"We Specialize In : - Web Design - Logo Design - Web Hosting - Domain Names - Marketing - Advertising Company Headquarters in Washington,DC USA with a satelite office in Accra. http://www.aekmediainc.com",/site/directory/advertising-agency/6828/AEK-GLOBAL-RESOURCES-LLC,0244-69 48 11,Airport Residential Area
AEPEX,Architectural Firm.,/site/directory/architectural-firm/866/AEPEX,+233 302-300627,
Aequitas Dispute Resolution Bureau,"You dictate our level of involvement, based on what you want to achieve in dispute resolution. You exert full control over how much, when, and what we do for you. We can prove and price an entire claim, or work on part of the claim whilst …",/site/directory/law-firms/10913/Aequitas-Dispute-Resolution-Bureau,+233(303)301130/ 301139 / 0266081670/0266081669,Tema C.10
Aequitas Dispute Resolutions Bureau,"The Dispute Resolution Bureau (DRB) provides arbitration, mediation, discovery references, litigation and other dispute resolution processes to businesses and individuals. Comprised of retired judges and prominent lawyer -neutrals with sub…",/site/directory/business-consultants/10956/Aequitas-Dispute-Resolutions-Bureau,+233 261 610050,
AER Services,Planners of cooperate as well as entertainment events,/site/directory/events-organisers-/18394/AER-Services,+233260600860 / +233233565642,Teshie Tsui Bleoo
Aerogem Cargo Ltd,Airline.,/site/directory/cargo-agency/713/Aerogem-Cargo-Ltd,"030-2769298, 030-2771921",
Aeroplane House Forex Bureau,Forex Bereau,/site/directory/forex-bureaus/20951/Aeroplane-House-Forex-Bureau,032 2022217,Adum Kumasi
Aerostar Bar & Restaurant,Restaurant,/site/directory/restaurants/682/Aerostar-Bar-Restaurant,+233 302-772664,
Aerotours,Travel Agency,/site/directory/travel-agencies/629/Aerotours,+233 302-233771,
AeroVector Ltd.,"AeroVector is a G.C.A.A approved, aviation industry training organization, with our core services being the tuition of technical aviation courses.",/site/directory/training-institutions/14923/AeroVector-Ltd,+233243257757,Airport
AEY Group Limited,A BOSCH Car Servicing center and also a distributor for bosch auto filtration parts.,/site/directory/automobile-mechanics/439911/AEY-Group-Limited,0501458076,Tesano
AF-ROSTA LIMITED,WE are experts in borehole drilling and construction and general borehole services. our prices are the cheapest and the most flexible in ghana.,/site/directory/geological-geotechnical/18343/AF-ROSTA-LIMITED,0240218912,New Achimota
AF-ROSTA LIMITED,WE are experts in borehole drilling and construction and general borehole services. our prices are the cheapest and the most flexible in ghana.,/site/directory/geological-geotechnical/18358/AF-ROSTA-LIMITED,0240218912,New Achimota
Afabof Hotel,A 1-Star Hotel in the Garden City of Ghana. A real home away from home treatment,/site/directory/1-star-hotels/3018/Afabof-Hotel,"+233 32 2041667 , +233 32 2041668",
Afadjato District Assembly,"Afadjato District with its capital Ve Golokwati was carved from Hohoe and forms part of the new districts and municipalities created in the year 2012 and were inaugurated at their various locations simultaneously on the 28th June, 2012. …",/site/directory/district-assembly/21079/Afadjato-District-Assembly,None,Hohoe
Afarita Limited,"Afarita Limited is a Leading Project Logistics Service provider in Ghana with unmatched expertise. We spercialize in Shipping Agency & Husbandary Services, Port and Habour Agency Services, Air and Sea Borne Freight, Customs House Agency Se…",/site/directory/freight-forwarding/444520/Afarita-Limited,0242505939|  Facebook link: www.facebook.com/facebook_afarita limited,Tema Comm.4
Afariwaa Estates,"For 30 years Afariwaa has been a household name. Now, Afariwaa has extended its developments to provide new homes for sale at Afariwaa Estates. Afariwaa Estates is a new gated community being developed in the rapidly growing Community 22 i…",/site/directory/real-estate-brokers-agents/15603/Afariwaa-Estates,+233 303 304142 Mobile: +233 203966258,
Afariwaa Estates Limited,Afariwaa Estates Limited offers you a home with a serene environment.,/site/directory/real-estate-developers/24864/Afariwaa-Estates-Limited,+233 20 3966 258 /+233 24 3219 528,Tema
Afariwaa Farms Livestock Products Ltd.,Poultry Livestock,/site/directory/poultry/2848/Afariwaa-Farms-Livestock-Products-Ltd,+233 303 304142/ 306992,
Afb Ghana Limited,"afb Ghana is a financial services company that provides innovative consumer credit products. We are committed to responsible lending and our products include Payroll Loans, afb Direct loans, and SmartCash loans to informal or market trader…",/site/directory/financial-services/410480/Afb-Ghana-Limited,0 302 208 342,Airport
AFBN Express,Logistics / Courier,/site/directory/courier-services/464494/AFBN-Express,0554085856,Kokomlemle
Afcott Ghana Ltd.,"Springfield Agro is a trail blazer in the field of agro input distribution. From a humble beginning, Springfield is developing into a leading total farm solution company in West and Central Africa. Springfield offers planting seeds, ag…",/site/directory/agriculture-produce/20807/Afcott-Ghana-Ltd,"024 6860969, 024 6652606",Santasi Kumasi
AFDB Consult Ltd.,"We deal with engineering surveys, land surveying, property surveys and Geodetic Surveys.We have the best team of surveyors trained at the KNUST. Customer satisfaction is our bench mark.",/site/directory/geodetic/3051/AFDB-Consult-Ltd,+233 244 482083/ 264 482083,
Afeeos Trading and Construction,ATC will love to welcome all clients to our affordable building and construction works. We work with real timing with normal and affordability rates. We do all kinds of construction works both local and international standard. With ATC …,/site/directory/civil-engineering/24363/Afeeos-Trading-and-Construction,0263154867,Sokode
Affordable Accomodation,Good News to group or Individual traveler/Tourist/Volunteers/Business men and woman traveling to Ghana. We have very affordable air condition rooms ranging from 15-35 dollars per night( in the heart of the city. we also do pickups from th…,/site/directory/budgets-hotels/6663/Affordable-Accomodation,+233 285 392294/ 285 392295,
Affordable Corporate & Institutional Track-Suit customize wears for sale,"Contact Us For: 1. Customize Corporate & Institutional Track-Suit 2. School\'s P.E. Kit 3. Institutional Jerseys 4. lawn Tennis Balls soccer Jerseys 5. Sports bag & wears 6. Running shoes, 7. School\'s Lacoste & Pullovers 8. Custo…",/site/directory/clothing/366044/Affordable-Corporate-Institutional-Track-Suit-customize-wears-for-sale,+233 242 975091,Santa Maria
Affordable Est. Ltd,Real Estate Agent,/site/directory/real-estate-brokers-agents/646/Affordable-Est-Ltd,+233 302-775693,
"Affordable Shoes,Bags,Clothes","Affordable and Chicky shoes,bags,jeans,perfumes from London.brand new and slightly used.every pocket can afford,interested individuals and buyers can call.you will be glad you did",/site/directory/clothing/366632/Affordable-Shoes-Bags-Clothes,024948692,East Legon
Affordable Textiles for Sale,"We provide you with quality textiles and fabrics for your funerals, weddings and other special occasions. Prices are negotiable and affordable . Contact : 0243352377",/site/directory/clothing/386430/Affordable-Textiles-for-Sale,0243352377,Adenta
Affordable Zone Gh. Ltd.,"Services: Computer services and sales of Electrical goods, Computers etc.",/site/directory/computer-dealers/20808/Affordable-Zone-Gh-Ltd,"0302 251159, 024 4562017",Kokomlemle
Affordable Zone Gh. Ltd.,"Business Services,Computer Equipment,omputer Supplies",/site/directory/computer/20093/Affordable-Zone-Gh-Ltd,"030 2251159, 030 2250932",Kokomlemle
AFGO GHANA LTD,"AFGO,an a leading global provider of marine products and solutions.",/site/directory/fishing/6345/AFGO-GHANA-LTD,00233 303 879351,
Afia African Village - Beach Hotel,"Set in 3 acres of lush tropical landscape, Afia African Village is a quiet oasis in the vibrant city of Accra, Ghana. The serene oceanfront environment makes Afia African Village a peaceful retreat from the daily activity of life in this …",/site/directory/1-star-hotels/20809/Afia-African-Village-Beach-Hotel,"024 7758685, 0302 681465, 0302 681462",Osu
Afisem Hotel,Budget Hotel,/site/directory/budgets-hotels/1233/Afisem-Hotel,+233 302-225010,
Aflao Express Branch No. II,Travel Agency.,/site/directory/travel-agencies/1338/Aflao-Express-Branch-No-II,+233 36 2530249,
Afosek Guest House,Guest house,/site/directory/guest-house/1129/Afosek-Guest-House,+233 208 162171,
Afotey,Conducts pilot farm projects to determine best practices.,/site/directory/farms/8825/Afotey,0545413703,Tema C. 11
Afram Chemicals Ind,Chemical Supplier.,/site/directory/chemical-suppliers/726/Afram-Chemicals-Ind,+233 302-775081,
Afram Plains South District Assembly,"Afram Plains South District with its capital Tease was carved from Kwahu North and forms part of the new districts and municipalities created in the year 2012 and were inaugurated at their various locations simultaneously on the 28th June,…",/site/directory/district-assembly/21080/Afram-Plains-South-District-Assembly,None,Kwahu Tafo
Afram Rural Bank Ltd,Rural Bank,/site/directory/rural-bank/21421/Afram-Rural-Bank-Ltd,00233(0)342422210,Donkorkrom
Afribari,"Afribari.com is the best mobile apps store & mobile content guide in Africa. You can download Mobile apps, ringtones, wallpapers & fresh musics by Africans",/site/directory/advertising-agency/23706/Afribari,0230331229,Accra Central
Afribetlla Supply & Distribution,Your supply & distributor superstore. http://afribetlla.weebly.com/,/site/directory/marketing-consultants/17763/Afribetlla-Supply-Distribution,"+233208274500, +233200569555",Santa Maria
Afric Oil Limited,"Supply crude oil,oil and Gas. get it ship down to Ghana from Nigeria.. We can negotiate for your compensation..",/site/directory/oil-and-gas/17249/Afric-Oil-Limited,+233246408548,Mallam
Afric Xpress Gh. Ltd.,"The company hit the Ghanaian market in 2008 announcing its mission of introducing a fast, reliable and convenient electronic-based payment system to transform lifestyles through its txtNpay secured mobile phone-based payment system. The s…",/site/directory/technology/20810/Afric-Xpress-Gh-Ltd,"0302 773666, 020 2019999, 027 7227228",Airport Residential Area
Africa Afro Trading Ltd.,Africa Afro Trading Company Ltd is one of the largest branded food company in Ghana and west Africa and is engaged in a wide range of different kind of food business.,/site/directory/other-import-and-export-related-links/483918/Africa-Afro-Trading-Ltd,0209199675,Amasaman
Africa Beach Hotel,2 Star Hotel.,/site/directory/2-star-hotels/2054/Africa-Beach-Hotel,+233 31 2025148,
Africa Business Engineering Limited,"A.B.E.’s core business includes Building and configuring solutions, Supplying and installing the products, offering maintenance and support, and providing the client with a post sales service to ensure a high and continuous productivity. A…",/site/directory/business-consultants/20811/Africa-Business-Engineering-Limited,"054 5666660, 0302 774473",Airport
Africa Cargo Central Ltd.,"We observe, listen and understand business needs before recommending logistics solution that will ultimately fulfill the client’s objective. We focus and work tirelessly to offer complete freighting service to ensure Our clients complete s…",/site/directory/shipping-company/400382/Africa-Cargo-Central-Ltd,+233244519307|  Facebook link: https://www.facebook.com/search/top/?q=africa%20cargo%20,Tema
Africa Center For Epidemiology,Africa Centre for Epidemiology ACE Centre of Excellence was founded in the fourth quarter of 2016 as part of Nestor Asiamah’s effort to contribute to the maintenance of population health through independent translational research. Located …,/site/directory/other-health-related-links/439555/Africa-Center-For-Epidemiology,+233244821629,Spintex
Africa Data-Analytics Ltd,Africa Data Analytics provides a broad range of data mining and data analysis consulting services to enable corporate decision-makers to increase their bottom line. Our expertise and technical knowledge will empower your organization to…,/site/directory/marketing-consultants/16806/Africa-Data-Analytics-Ltd,(+233) 242356139,Adenta
Africa Development and Resources and Research Institute (ADRRI),"We are an independent policy research institute based in Ghana, founded in 2010 to promote Africa Development and resources in the area of economics,climate change,public policy formulation,education,engineering,water,trade,medicine,nutrit…",/site/directory/ngo-local/21695/Africa-Development-and-Resources-and-Research-Institute-ADRRI,0270088745,Koforidua
Africa Diaspora Initiative,"The Africa Diaspora Initiative (ADI) aims to reconnect African diaspora communities with their ancestral homeland, promoting cultural exchange, economic development, and tourism growth. The initiative focuses on showcasing Africa’s rich cu…",/site/directory/ngo-local/483679/Africa-Diaspora-Initiative,0546806650|  Facebook link: https://www.facebook.com/africadlbg/?_rdc=1&_rdr,Adabraka
Africa Education Watch,"Africa Education Watch is an Education Policy Research and Advocacy Organization working with Civil Society Organizations, Governments and the Private Sector to promote an equitable, accountable and responsive education system that assures…",/site/directory/ngo-local/458247/Africa-Education-Watch,0303975001|  Facebook link: www.facebook.com/africaeduwatch,East Legon
Africa Equipment Supply Limited,"African Equipment supply Limited is a unique one-stop-shop for computers, computer accessories and office equipment. It focuses on providing a convenient pricing coupled with excellent customer service in the purchase of computers, compute…",/site/directory/equipment-suppliers/7007/Africa-Equipment-Supply-Limited,+233 249 349957/ 208 319900,
Africa Excursions,"Africa Excursions was started in 1999 with a noble aim of introducing Americans to Ghana, West Africa. We have grown and expanded our services to include Kenya, Ethiopia, Tanzania, Egypt and South Africa.",/site/directory/tourism/240/Africa-Excursions,+1-973-374-3030,
Africa Film & Music Co.,Tv Station,/site/directory/tv-stations/586/Africa-Film-Music-Co,+233 302 250115/6,
Africa Film &Music Co.,,/site/directory/other-directories/516/Africa-Film-Music-Co,021-250115-6,
Africa Food Health Education Initiatiive,We serve the underprivileged and abridged People of Ghana and Africa.,/site/directory/ngo-local/7556/Africa-Food-Health-Education-Initiatiive,233-302-851963,
Africa Haus Forex Bureau Ltd.,Forex Bureau,/site/directory/forex-bureaus/20952/Africa-Haus-Forex-Bureau-Ltd,030 2667716,Tudu
Africa Health Research Organization,"The Africa Health Research Organization is an international organization formed in 2002. Its mission include promoting Scientific Research, dissemination of health information, Training and intervention during public health emergencies. It…",/site/directory/ngo-foreign/5643/Africa-Health-Research-Organization,233 243134327,Dzorwulu
Africa Health Solutions,A New Company in Ghana from U.S.A IS looking for Marketing executives to work with urgently.,/site/directory/sales-marketing-/25826/Africa-Health-Solutions,0244588504,Madina
Africa House Art & Gallery,Forex Bureau,/site/directory/forex-bureaus/20953/Africa-House-Art-Gallery,030 2667716,Tudu
Africa ICT Right,"Africa ICT Right (AIR) begins operation in May, 2007 as an independent not-for-profit that provide services to individuals,organizations, communities, schools, etc VISION AIR vision is to build a society in which people are inspir…",/site/directory/ngo-local/4738/Africa-ICT-Right,+233-277137473,Madina
AFRICA INSTITUTE OF INFORMATION TECHNOLOGY(AIIT),IT Training.,/site/directory/it/4611/AFRICA-INSTITUTE-OF-INFORMATION-TECHNOLOGY-AIIT,233 302 304060,
Africa Invest Machinery,"We are dealer of industrial machinery for West Africa. Togo, Benin, Niger, Burkina Faso, Mali, Guinée, Sénégal, Côte d\'Ivoire, Ghana etc ..... With our office and ware house in Togo Lomé, we’ll love to offer you all kinds of printing mac…",/site/directory/printing-press/18795/Africa-Invest-Machinery,+233245535720,Tema
Africa Manpower Ltd,"Africa Manpower Ltd is one of the leading and licensed international recruitment company in Ghana, providing it services to various local and international organizations to our credit. We are well experienced handling all kind of manpower …",/site/directory/recruitment-firms/438591/Africa-Manpower-Ltd,+233243703070|  Facebook link: www.facebook.com/facebook_africamanpower,Achimota
Africa News,"AfricaNews is the most compelling interactive Africa community, sharing news, photos, weblogs, videos, mobile reports and the untold stories by African people. With a focus on Business, Microfinance, Society, Culture, Travel, Nature, Music…",/site/directory/other-media-related-links/6507/Africa-News,+233 302 224411,
Africa Online Ghana,"We provide our subscribers with a wide array of product options to suit different access schedules, service usages and budgets.",/site/directory/isps/141/Africa-Online-Ghana,+233-302-246065,
Africa Opportunities Consult,"AFRICA OPPORTUNITIES co-ordinates and monitors all investment activities and assist both domestic and foreign investors in: Initiating and supporting measures that will, enhance the investment climate in the country for both Ghanaian an…",/site/directory/business-consultants/22949/Africa-Opportunities-Consult,"(233) 27 7778710, (233) 28 253516, (233) 24 4072485,",Abeka La Paz
Africa Peace Building Club,"working for: peace building, mallaria, HIV/AIDS, puverty reduction,education etc",/site/directory/ngo-local/2853/Africa-Peace-Building-Club,+233-24-4077338,
Africa Redemption Magazine,"Africa Redemption Magazine, affectionately called AfricaRM or A.R Magazine, is a free widely read online magazine operated by a group of African Professionals and Journalists. It promotes African inventions and creative innovations. We bri…",/site/directory/magazine/22582/Africa-Redemption-Magazine,+233,Accra Central
Africa Sources and Supplies,The aim of AfricanSourcessupplies.com is to enable direct access of major buyers and sellers to source products from and in Africa.,/site/directory/other-directories/133/Africa-Sources-and-Supplies,+233-21-2220032,
Africa Sports Publication Ltd,Publisher,/site/directory/publishers/637/Africa-Sports-Publication-Ltd,+233 208 156698,
Africa Technical University College,ATUC is a private university which focus on Technical Professional Education (TPE),/site/directory/training-institutions/413671/Africa-Technical-University-College,0207140559,La
Africa Tours,"A complete tour package( cultural tour, heritage tour, etc) just call or email for a complete package. Book through the link above",/site/directory/tourism/24100/Africa-Tours,+233572395937,Cape Coast
Africa Wise Power Company Limited,A new Company mainly into Sales or distribution of Top quality Solar and other Electrical Power Products in Ghana......,/site/directory/electrical-engineering/459747/Africa-Wise-Power-Company-Limited,0541252263,Spintex
Africa World Airlines Limited,Africa World Airlines Limited (AWA) is a new Ghanaian registered private-sector company formed with the sole vision of making air travel an option for travelers within the markets in which we operate Services: 1. Hotel 2. Car rental 3. …,/site/directory/airline/19860/Africa-World-Airlines-Limited,(233)- (30) 2764288/ 0242438888,Airport Residential Area
Africa2Green Ghana Limited,Distributors of Biodegradable disposable cups.,/site/directory/importers/18395/Africa2Green-Ghana-Limited,0208314929,Adabraka
Africaanum Hotel,Budget Hotel.,/site/directory/budgets-hotels/2121/Africaanum-Hotel,+233 39 2022616,
Africabetsgh,"Africabetsgh is the best and reliable betting site in Ghana with the fastest live betting experience in sports, casino, virtual and slot games. Visit Africabets for high odds, instant deposits & withdrawals and massive bonus on bet deposit…",/site/directory/casinos/451998/Africabetsgh,030 220 0012|  Facebook link: https://www.facebook.com/Africabetgh,Circle
African Agriculture Market Information Network,"AFAMIN proposes a structure capable of collecting, disseminating and sharing agricultural data and information, with a special emphasis on agricultural inputs (seeds, fertilizers and pesticides) in West Africa.",/site/directory/other-directories/189/African-Agriculture-Market-Information-Network,+233-21-664317,
African Alliance Securities Limited,"Since 1992, African Alliance has built a substantial infrastructure in terms of offices and professional teams throughout the continent to meet the investment banking needs of our clients. These include national governments, municipalities…",/site/directory/stock-brokers/15857/African-Alliance-Securities-Limited,0302-679761/2,
African American Association of Ghana,The African-American Disapora of Ghana is a community of African-American residents in Ghana who have determined the need to establish an organization. My goal is to educate and inform people about Ghana and to assist with any information…,/site/directory/other-associations/26246/African-American-Association-of-Ghana,0302-543-683,Accra North
African Art Products,"African Art Products produces and distributes art gifts and souvenirs for the tourism market, we promote Ghanaian contemporary visual artists as well Ghana as a tourist destination through Ghana based gift and souvenir items.",/site/directory/arts-and-crafts/5318/African-Art-Products,+41 22 7385769,Accra Central
African Aurora Business Network,"African Aurora Business Network is a market oriented Enterprise Development Organisation that empowers Micro and Small Scale Enterprises(SME's) and its environment through strategic partnerships, capacity building and creative products and…",/site/directory/ngo-local/11686/African-Aurora-Business-Network,+233 302 325930,
African Automobile Ltd,"Automobile Mechanics, Repairs and Servicing.",/site/directory/automobile-mechanics/701/African-Automobile-Ltd,"021-229903, 223142, 232591",
African Bagg Recruitment Ltd.,"African Bagg Recruitment is a subsidiary of African Bagg group of companies, renowned for being the local partners for international companies. African Bagg Limited specialises in offering market entry support and Consultancy services to c…",/site/directory/business-consultants/448395/African-Bagg-Recruitment-Ltd,+233302763980 |  Facebook link: https://www.facebook.com/africanbagg.recruitment,Osu Ako Adjei
African Bureau Limited,Our company seeks to connect highly qualified language instructors with interested language students. We offer reputable language tutors at an affordable rate who can give one-on-one lessons as well as group sessions. Currently we have l…,/site/directory/other-educational-links/21785/African-Bureau-Limited,0246232383,East Legon
African Business Centre for Developing Education,"The African Business Center for Developing Education is a Non-Governmental Organization (NGO) registered in the UK and Ghana in 2012, working in partnership with industry, academia and governments to improve youth employability through Men…",/site/directory/ngo-local/420827/African-Business-Centre-for-Developing-Education,0302201373|  Facebook link: https://www.facebook.com/abcde.education/,Adabraka
African Business Network,"We are a network of companies, who have come together to do business with each other in order to strengthen each company in it goals. We seek to add as many companies in Africa and the Diaspora as possible to make a strong economic base fo…",/site/directory/business-centers/16319/African-Business-Network,2146950146,
African City,"Its a newly built restauarant, we are especialised in African foods, continental and local dishes.",/site/directory/restaurants/397744/African-City,0202777765,East Legon
African Computer Literacy Project Ltd,A.C.L.P (African Computer Literacy Project Ltd.) is a computer Institution specially established for Computer training in software and Hardware (Computer Engineering). In view of the rapid changes and developments in the world as far as …,/site/directory/computer/229/African-Computer-Literacy-Project-Ltd,"+233 302-300519,",
African Concrete Products Ltd,Building Materials Supplier,/site/directory/building-materials-suppliers/660/African-Concrete-Products-Ltd,"+233 302 221133/88, +233 302 230936-8",
"African Design Concepts, Inc.","African Design Concepts, Inc. with its headquarters in New York City, is a not-for-profit organization dedicated to the promotion of the African, history, culture, and art around the globe.",/site/directory/exhibition/2156/African-Design-Concepts-Inc,718-588-3502,
African Destinations,Travel and Tourism in Ghana and africa,/site/directory/travel-agencies/2865/African-Destinations,+233-24-4949225,
African Dream Travel & Tours,Travel Agency,/site/directory/travel-agencies/630/African-Dream-Travel-Tours,+233 302-234336,
AFRICAN EDUCATIONAL CONSULT LIMITED,"We are into educational consultancy:training programmes and seminars for teachers, heads of school and administrators.Helping parents in getting good schools for their wards, home tutoring programs, university placement and general communi…",/site/directory/other-educational-links/8056/AFRICAN-EDUCATIONAL-CONSULT-LIMITED,"+233 (0) 22-404082, 024-4996606",Sakumono
African Educational Consult Limited,"We are into educational consultancy:training programmes and seminars for teachers, heads of school and administrators.Helping parents in getting good schools for their wards, home tutoring programs, university placement and general communi…",/site/directory/other-educational-links/21254/African-Educational-Consult-Limited,"+233 (0) 22-404082, 024-4996606",Sakumono
African Financial Service,INSTANT LOANS TO GOVERNMENT WORKERS LOANS WITHIN 20 MINUTES,/site/directory/micro-finance-institution/15511/African-Financial-Service,+233 244 524707 / 261 604292,
African Financial Services,Finance House,/site/directory/finance-house/23992/African-Financial-Services,233-302-241080 / 233-302-241081,Accra Central
African Fish Ghana Limited,"African Fish Ghana Limited is all about high quality fish, well managed production and state of the art recirculation technology. Our story shows that doing the right thing in every aspect of our business, does not collide with making a he…",/site/directory/fishing/19933/African-Fish-Ghana-Limited,246 016 469,Accra Central
African Food SafetyCo,"African Food Safety Co is an independent food hygiene training, educational and advisory service with the mission to promote a highly skilled and robust workforce in the modern African food manufacturing, catering and processing sectors.…",/site/directory/food/19969/African-Food-SafetyCo,+233-26991449 /+233 302-540497,East Legon
African Global Associates,"African Global Associates is Firm of Chartered Certified Forensic Accountants, Certified Public Accountants, Certified Fraud Examiners, Certified Forensic Investigation Professionals, Chartered Anti-Corruption Professionals, Strategic Mana…",/site/directory/accounting-firms/24012/African-Global-Associates,0303931477/0244709741,Larshibi
African Gypsum Products Ltd,Building Material Supplier,/site/directory/building-materials-suppliers/661/African-Gypsum-Products-Ltd,"+233 302-230396, 229661",
African Horizon Co. Ltd,"Automobile & Motorcycle / Air Conditioning Building, Construction & Engin / Air Conditioning Business Services / Office Services / Air Conditioning Home & Garden / Interiors / Air Conditioning Building, …",/site/directory/automobile-mechanics/20094/African-Horizon-Co-Ltd,"0302 241250, 024 3138085",Adabraka
African Hospitalities Travels,African Hospitalities is travel agency. We give the best of fare s and also do airport pickup as well.,/site/directory/travel-agencies/21863/African-Hospitalities-Travels,+233264966584,North Industrial Area
African Hospitalities Travels,Book your travel with us and get a discount and we will also deliver your ticket to you were ever you may be.....,/site/directory/travel-agencies/21889/African-Hospitalities-Travels,00233264966584,Asylum Down
African Human Right Heritage,"The African Human Right Heritage is a movement of people world wide doing all that is humanly necessary and possible to alleviate root causes of conflicts, corruption and poverty through conditional community policing to socio-economic coo…",/site/directory/ngo-foreign/5301/African-Human-Right-Heritage,00233 245194459 / 00233 277 352978,Awoshie
African Institute of Advance Training,African institute of Advanced Training is a research and management regional organization within Africa and Asia. The institution is duly registered and incorporated in part of African and Asian countries under the Business Institute for A…,/site/directory/training-institutions/21297/African-Institute-of-Advance-Training,+27734892106,Cape Coast
African Institute Of Advanced Training,African institute of Advanced Training is a research and management regional organization within Africa and Asia. The institution is duly registered and incorporated in part of African and Asian countries under the Business Institute fo…,/site/directory/training-institutions/18084/African-Institute-Of-Advanced-Training,+27734892106,Cape Coast
African Institute of Hospitality,"AIH is the premier Institute in Ghana that deals exclusively with Training and our Training Methodology has been designed to meet the demand of professionally trained skilled labor in the every-growing number of Hotels, Restaurants and oth…",/site/directory/training-institutions/17660/African-Institute-of-Hospitality,+233(0)266 40 80 81,Tema
African Kantamanto,"Africakantamanto Inc. is a corporate market representing companies and brands that want to sell themselves,brands,reputation to the world. Our goal is to turn companies from stereotype notions of what they offer into something iconic that…",/site/directory/real-estate-brokers-agents/20118/African-Kantamanto,"+233302984968, +233302984968",Kanda
African Legacy Finance Ltd,African Legacy Finance Limited (ALFL) is a company registered under the Ghana Companies’ 1963 (Act 179) and licensed by the Ghana Securities and Exchange Commission as both an Investment Advisory firm and a Brokerage firm. ALFL is als…,/site/directory/stock-brokers/15867/African-Legacy-Finance-Ltd,0302-766403/766563,Osu. R.E.
African Media Warehouse,,/site/directory/other-directories/519/African-Media-Warehouse,N/A,
African Network Travel & Tours Ltd.,Travel and Tour Agency.,/site/directory/travel-agencies/1254/African-Network-Travel-Tours-Ltd,233-303-204649/202 113121,
African Network Travel and Tours,"We offer you a rich cultural experience of Ghana interspersed with adventures and social activities, in the form of Eco-Tourism, Adventure Travel, Incentive Travel, Business Travel, Seminars and Conferences or simply getting you the best h…",/site/directory/tourism/241/African-Network-Travel-and-Tours,+233-302- 204649,
African Pot Restaurant,Ghanaian/Continental REstaurant.,/site/directory/restaurants/1826/African-Pot-Restaurant,+233 33 2130402 / 208 154343,
African Print Bags and Pures,Chic African Print Bags by June Maadei check out www.facebook.com/june.maadei n like it if you love whats there.,/site/directory/clothing/368868/African-Print-Bags-and-Pures,0262109124,Legon
African Print Purses,Check out these new chic and cute purses from June Maadei's Charity collection,/site/directory/clothing/370151/African-Print-Purses,0262109124,Abeka La Paz
African Rainbow Resort Hotel,"Hotel resort, 12 rooms, 40 seat dining room, rooftop bar, games room, self-contained rooms each with private balcony overlooking the ocean",/site/directory/1-star-hotels/3334/African-Rainbow-Resort-Hotel,"+233 31 2032149, +233 244-891687",
